,count,integer_1,integer_2,name_1,name_2
20775,125,105119,1356851,Kpop - Fandom,GOT7
20781,171,541,11827,Power Rangers,Power Rangers S.P.D.
20820,158,11492221,11492236,Guild Wars Series (Video Games),Guild Wars 2 (Video Game)
20822,159,82576,6012117,Batman (Comics),Batman: Arkham - All Media Types
20871,148,13993850,18047559,Split (2016),Glass (2019)
20895,124,933850,9796993,Final Fantasy XV,Final Fantasy 15
20919,134,13184,941637,InuYasha - A Feudal Fairy Tale,幽☆遊☆白書 | YuYu Hakusho: Ghost Files
20932,682,449388,452874,Pocket Monsters: Black & White | Pokemon Black and White Versions,Pocket Monsters | Pokemon (Main Video Game Series)
20933,293,452874,617735,Pocket Monsters | Pokemon (Main Video Game Series),Pocket Monsters: Black 2 & White 2 | Pokemon Black 2 & White 2 Versions
20948,187,242462,414093,Game of Thrones (TV),Marvel Cinematic Universe
20951,113,242462,1001939,Game of Thrones (TV),The Avengers (Marvel Movies)
21025,418,193591,727114,Thor (Comics),The Avengers (Marvel) - All Media Types
21026,487,193591,1001939,Thor (Comics),The Avengers (Marvel Movies)
21028,320,13057,25486,Star Trek RPF,Actor RPF
21085,284,226657,1928582,Iron Man (Movies),Agent Carter (TV)
21088,181,951,12671,NCIS,NCIS: Los Angeles
21153,229,6012117,6012213,Batman: Arkham - All Media Types,Batman: Arkham (Video Games)
21171,101,310987,9350662,THE iDOLM@STER,THE iDOLM@STER: SideM
21247,262,45591,782522,Super Smash Brothers,Fire Emblem: Kakusei | Fire Emblem: Awakening
21255,184,854998,8774227,Death Note: Another Note,Death Note (Anime & Manga)
21269,183,390,681199,DCU,Deathstroke the Terminator (Comics)
21376,149,13907,226657,Marvel 616,Iron Man (Movies)
21377,108,13907,245368,Marvel 616,Thor (Movies)
21378,321,13907,586439,Marvel 616,Captain America (Movies)
21430,125,449545,13459648,One Direction (Band),Shawn Mendes (Musician)
21453,160,103348,103350,Watchmen (2009),Watchmen - All Media Types
21469,173,61493,452874,Pocket Monsters SPECIAL | Pokemon Adventures,Pocket Monsters | Pokemon (Main Video Game Series)
21470,162,449384,449389,Pocket Monsters: Red & Green & Blue & Yellow | Pokemon Red Green Blue Yellow Versions,Pocket Monsters: Gold & Silver & Crystal | Pokemon Gold Silver Crystal Versions
21471,418,449389,452874,Pocket Monsters: Gold & Silver & Crystal | Pokemon Gold Silver Crystal Versions,Pocket Monsters | Pokemon (Main Video Game Series)
21483,251,641,29577,Star Wars,Star Wars Prequel Trilogy
21490,159,126045,727723,The Mummy (1999),The Mummy Returns (2001)
21659,486,262688,765527,Eurovision Song Contest RPF,Festival di Sanremo RPF
21661,396,879346,1928582,Agents of S.H.I.E.L.D. (TV),Agent Carter (TV)
21681,375,2031,25486,Supernatural RPF,Actor RPF
21694,287,951,9892,NCIS,Criminal Minds
21708,163,4039,516143,xxxHoLic,CLAMP - Works
21718,829,1464,270908,Star Trek: The Original Series,Star Trek: The Original Series (Movies)
21719,428,1801,270908,Star Trek,Star Trek: The Original Series (Movies)
21720,198,270908,601802,Star Trek: The Original Series (Movies),Star Trek: Alternate Original Series (Movies)
21729,103,101375,3231575,Star Wars - All Media Types,Star Wars Legends: Outbound Flight - Timothy Zahn
21741,116,226657,1368642,Iron Man (Movies),The Amazing Spider-Man (Movies - Webb)
21776,322,187,969647,Smallville,DCU (Comics)
21779,110,257319,727114,Doctor Strange (Comics),The Avengers (Marvel) - All Media Types
21780,114,257319,1001939,Doctor Strange (Comics),The Avengers (Marvel Movies)
21782,117,414093,567409,Marvel Cinematic Universe,Black Panther (Comics)
21786,162,567409,9754024,Black Panther (Comics),Black Panther (2018)
21787,417,727114,9754024,The Avengers (Marvel) - All Media Types,Black Panther (2018)
21792,131,193591,1165845,Thor (Comics),Loki: Agent of Asgard
21794,102,245368,1967132,Thor (Movies),Marvel Cinematic Universe RPF
21796,139,15797,82576,Batman - Fandom,Batman (Comics)
21817,133,254648,5795804,Minecraft (Video Game),Hermitcraft
21828,119,14551,154229,Aladdin (1992),Disney - All Media Types
21841,114,41332,190901,Disney Princesses,Tangled (2010)
21940,424,6856609,8281474,Shadowhunters (TV),The Mortal Instruments (Movies)
21966,285,101375,27578395,Star Wars - All Media Types,Star Wars Legends: Knights of the Old Republic (Video Games)
21972,671,169,947018,My Chemical Romance,Twenty One Pilots
21974,872,2428,947018,Fall Out Boy,Twenty One Pilots
22005,103,273721,28588358,Fate/Zero,ロード・エルメロイⅡ世の事件簿 - 三田誠 | Lord El-Melloi II Case Files - Sanda Makoto
22323,113,111275,1034737,Layton Kyouju Series | Professor Layton Series,逆転裁判 | Gyakuten Saiban | Ace Attorney
22349,192,219012,247827,Transformers - All Media Types,Transformers: Beast Wars
22353,138,51823,3329246,Forgotten Realms,The Legend of Drizzt Series - R. A. Salvatore
22354,132,20027,586439,Avengers,Captain America (Movies)
22355,337,20027,1001939,Avengers,The Avengers (Marvel Movies)
22360,302,484757,578887,Hawkeye (Comics),Captain America - All Media Types
22403,165,255929,461634,Pride and Prejudice (1995),Pride and Prejudice (2005)
22409,261,27,187,Supernatural,Smallville
22411,719,489908,1142203,Adam (2009),Charlie Countryman (2013)
22460,134,82576,99941,Batman (Comics),Justice League of America (Comics)
22463,278,82576,4945534,Batman (Comics),Justice League - All Media Types
22468,109,166916,969647,Batwoman (Comic),DCU (Comics)
22477,112,130638,136512,Spider-Man - All Media Types,Harry Potter - J. K. Rowling
22481,111,289604,32833447,Marvel (Comics),Spider-Man (Tom Holland Movies)
22496,230,7266,114804,Marvel,Iron Man - Fandom
22497,112,7266,428957,Marvel,Winter Soldier - Fandom
22502,179,20027,114804,Avengers,Iron Man - Fandom
22536,539,6943,19428,Real Person Fiction,Sports RPF
22582,195,1503,22284930,Mean Girls (2004),Mean Girls - Richmond/Benjamin/Fey
22583,199,414093,987117,Marvel Cinematic Universe,Avengers Assemble (Cartoon)
22590,110,13999,448284,Naruto,Pocket Monsters | Pokemon - All Media Types
22634,250,15766,20027,Captain America,Avengers
22635,403,15766,414093,Captain America,Marvel Cinematic Universe
22637,115,15766,498940,Captain America,Steve Rogers - Fandom
22643,119,15766,1710265,Captain America,Bucky Barnes - Fandom
22652,101,414093,1530988,Marvel Cinematic Universe,the winter soldier - Fandom
22663,119,498940,1710265,Steve Rogers - Fandom,Bucky Barnes - Fandom
22688,332,14553,29577,Star Wars Episode II: Attack of the Clones,Star Wars Prequel Trilogy
22689,316,14553,101375,Star Wars Episode II: Attack of the Clones,Star Wars - All Media Types
22696,320,5205118,12310528,The Infernal Devices Series - Cassandra Clare,The Shadowhunter Chronicles - Cassandra Clare
22757,569,235690,15133407,Fire Emblem Series,Fire Emblem Echoes: Mou Hitori no Eiyuu Ou | Fire Emblem Echoes: Shadows of Valentia
22764,107,37370383,38174536,零鋒,九澤
22775,270,436476,449545,One Direction,One Direction (Band)
22797,410,586439,3352745,Captain America (Movies),Daredevil (TV)
22824,173,1714759,7592420,The Expanse Series - James S. A. Corey,The Expanse (TV)
22846,617,209989,236208,Teen Titans (Comics),Batman - All Media Types
22857,630,3300533,3634928,DRAMAtical Murder (Visual Novel),DRAMAtical Murder - All Media Types
23181,820,827055,852479,Dragon Age - All Media Types,Dragon Age: Origins - Awakening
23264,124,193591,217070,Thor (Comics),Avengers (Comics)
23338,112,14621,136512,Labyrinth (1986),Harry Potter - J. K. Rowling
23349,160,15567,245368,British Actor RPF,Thor (Movies)
23351,104,15567,1001939,British Actor RPF,The Avengers (Marvel Movies)
23352,311,15567,1967132,British Actor RPF,Marvel Cinematic Universe RPF
23372,303,5148298,12930337,Supergirl (TV 2015),supercorp - Fandom
23373,139,303506,6809161,American Horror Story,American Horror Story: Hotel
23386,2056,25172,686974,Les Misérables - Schönberg/Boublil,Les Misérables (2012)
23387,221,1001939,4896523,The Avengers (Marvel Movies),The Defenders (Marvel TV)
23409,211,70,951,Stargate Atlantis,NCIS
23425,105,516143,1281791,CLAMP - Works,X -エックス- | X/1999
23459,1350,406,133185,Doctor Who,Sherlock (TV)
23460,242,406,1001939,Doctor Who,The Avengers (Marvel Movies)
23469,126,15764445,15764496,Mass Effect - All Media Types,Mass Effect - Various Authors
23470,121,15764496,15764730,Mass Effect - Various Authors,Mass Effect Trilogy
23471,164,541,158602,Power Rangers,Power Rangers Samurai
23472,101,541,720115,Power Rangers,Power Rangers Megaforce
23473,138,390,25681944,DCU,Titans (TV 2018)
23476,178,31065,130638,Fantastic Four (Comicverse),Spider-Man - All Media Types
23483,113,541,11831,Power Rangers,Power Rangers R.P.M.
23506,134,1098294,4945690,Red Hood and the Outlaws (Comics),Teen Titans - All Media Types
23507,306,4878889,4945534,Young Justice - All Media Types,Justice League - All Media Types
23611,173,15757,82576,Birds of Prey (Comic),Batman (Comics)
23618,190,82576,4945690,Batman (Comics),Teen Titans - All Media Types
23625,119,209989,1091921,Teen Titans (Comics),New Teen Titans
23651,243,7266,9614,Marvel,Iron Man (Comics)
23658,103,217070,604153,Avengers (Comics),Black Widow (Comics)
23659,317,578887,604153,Captain America - All Media Types,Black Widow (Comics)
23735,149,643028,727114,MCU,The Avengers (Marvel) - All Media Types
23790,864,586439,9754024,Captain America (Movies),Black Panther (2018)
24079,143,8281474,12310528,The Mortal Instruments (Movies),The Shadowhunter Chronicles - Cassandra Clare
24083,146,3095,4231202,Persona 2,Persona 5
24087,118,6048501,14073161,Star Wars Sequel Trilogy,The Last Jedi
24157,116,155456,7675760,Kuroshitsuji | Black Butler,Kuroshitsuji : The Most Beautiful DEATH in the World - Iwasaki/Mori/Mari
24188,342,117953,422803,Sherlock Holmes - Arthur Conan Doyle,Sherlock Holmes (Downey films)
24232,308,7367603,10549318,DC Extended Universe,Justice League (2017)
24263,321,27,951,Supernatural,NCIS
24397,189,116304,251330,A Song of Ice and Fire - George R. R. Martin,game of thrones
24408,318,35821,105122,Super Junior,K-pop
24409,151,246297,19871820,Runaways (Comics),Runaways (TV 2017)
24421,297,169,426806,My Chemical Romance,frerard - Fandom
24424,112,2692,7316,Original Work,Historical RPF
24443,102,30349,925191,X-Men (Comicverse),Wolverine and the X-Men (Comics)
24447,132,250093,976271,X-Men - All Media Types,Wolverine and the X-Men - All Media Types
24459,284,969647,2850393,DCU (Comics),The Flash - All Media Types
24460,108,15391182,26217281,Yu-Gi-Oh! VRAINS,Yu-Gi-Oh! - All Media Types
24477,125,940800,940801,悪魔城ドラキュラ | Castlevania Series,悪魔城ドラキュラX 月下の夜想曲 | Castlevania: Symphony of the Night
24507,260,390,587792,DCU,Arrow (TV 2012)
24508,382,390,2282814,DCU,The Flash (TV 2014)
24518,204,19427,19428,Figure Skating RPF,Sports RPF
24519,345,13907,259126,Marvel 616,Captain America (Comics)
24520,204,13907,578887,Marvel 616,Captain America - All Media Types
24524,140,15322,2401815,Formula 1 RPF,Formula E RPF
24536,205,32663,110504,SHINee,f(x)
24570,318,110504,550814,f(x),EXO (Band)
24625,140,628622,32262961,Raven Cycle - Maggie Stiefvater,Dreamer Trilogy - Maggie Stiefvater
24661,176,379999,1301206,Once Upon a Time (TV),SwanQueen - Fandom
24662,177,250093,9830815,X-Men - All Media Types,X-Men (Original Timeline Movies)
24665,139,236159,32697793,Terminator (Movies),Terminator: Dark Fate
24676,528,6943,65737,Real Person Fiction,Music RPF
24680,254,737915,4799727,Deus Ex (Video Games),Deus Ex: Mankind Divided
24684,434,101375,14444018,Star Wars - All Media Types,Star Wars Episode VIII: The Last Jedi (2017)
24687,464,6048501,14444018,Star Wars Sequel Trilogy,Star Wars Episode VIII: The Last Jedi (2017)
24704,256,13184,13999,InuYasha - A Feudal Fairy Tale,Naruto
24718,169,69383,1285443,Big Bang (Band),GTOP (Band)
24780,225,11232,841917,World of Warcraft,World of Warcraft - Various Authors
24790,575,105122,544482,K-pop,B.A.P
24816,145,236208,4678761,Batman - All Media Types,Poison Ivy (Comics)
24849,284,390,27874,DCU,The Flash (Comics)
24855,105,5178,244259,Bleach,Katekyou Hitman Reborn!
24890,187,541,11820,Power Rangers,Power Rangers in Space
24905,139,23966,236208,Titans (Comics),Batman - All Media Types
24906,159,23966,4945690,Titans (Comics),Teen Titans - All Media Types
24907,159,99942,236208,Green Lantern (Comics),Batman - All Media Types
24952,947,250,1181,Firefly,Serenity (2005)
24954,209,218129,4945534,Young Justice (Cartoon),Justice League - All Media Types
24960,242,414093,587792,Marvel Cinematic Universe,Arrow (TV 2012)
24984,142,7180,99117,Sarah Jane Adventures,Doctor Who (1963)
25083,170,226657,19518444,Iron Man (Movies),Captain Marvel (2019)
25089,179,727114,19518444,The Avengers (Marvel) - All Media Types,Captain Marvel (2019)
25131,256,3577172,13334437,Tales from the Borderlands - Fandom,Borderlands (Video Games)
25141,230,478191,610605,Amazingphil - Fandom,Phan
25142,104,478191,685526,Amazingphil - Fandom,dan and phil
25143,138,478191,830169,Amazingphil - Fandom,Phil Lester - Fandom
25145,320,610605,685526,Phan,dan and phil
25146,157,610605,830169,Phan,Phil Lester - Fandom
25148,103,685526,830169,dan and phil,Phil Lester - Fandom
25155,141,4818,202578,Hamlet - Shakespeare,SHAKESPEARE William - Works
25183,534,586439,5316694,Captain America (Movies),Doctor Strange (2016)
25193,121,45591,708774,Super Smash Brothers,Bayonetta (Video Games)
25194,106,45591,5493837,Super Smash Brothers,Fire Emblem: If | Fire Emblem: Fates
25201,122,782522,939813,Fire Emblem: Kakusei | Fire Emblem: Awakening,光神話 | Kid Icarus (Video Games)
25283,109,70,22717,Stargate Atlantis,Stargate Universe
25284,188,70,14204213,Stargate Atlantis,Stargate - All Media Types
25289,128,681199,1098294,Deathstroke the Terminator (Comics),Red Hood and the Outlaws (Comics)
25305,102,20823027,20861649,Devilman Crybaby - Fandom,Devilman (Anime & Manga)
25347,107,525714,2850393,Nightwing (Comics),The Flash - All Media Types
25385,169,258526,727114,Teen Wolf (TV),The Avengers (Marvel) - All Media Types
25423,2054,15106,110758,Johnny's Entertainment,Hey! Say! JUMP
25495,343,610605,830505,Phan,Phandom/The Fantastic Foursome (YouTube RPF)
25497,238,685526,830505,dan and phil,Phandom/The Fantastic Foursome (YouTube RPF)
25513,125,104195,3264017,16th Century CE RPF,The Tudors (TV)
25544,170,65,13999,Avatar: The Last Airbender,Naruto
25551,138,791930,898292,The Yogscast,Hatfilms
25568,329,15106,117297,Johnny's Entertainment,Johnny's Jr.
25574,200,586439,662604,Captain America (Movies),Deadpool - All Media Types
25577,142,25486,19183083,Actor RPF,Call Me By Your Name (2017) RPF
25922,121,13999,414093,Naruto,Marvel Cinematic Universe
31556,225,133185,440981,Sherlock (TV),Elementary (TV)
31565,114,3352745,5316694,Daredevil (TV),Doctor Strange (2016)
31586,204,969647,2282814,DCU (Comics),The Flash (TV 2014)
31625,216,8210,41561026,Final Fantasy VII,Final Fantasy VII Remake (Video Game 2020)
31626,210,239605,13867325,Inazuma Eleven,Inazuma Eleven: Ares no Tenbin
31627,151,13867325,26821679,Inazuma Eleven: Ares no Tenbin,Inazuma Eleven: Orion no Kokuin
31637,224,114591,136512,Good Omens - Neil Gaiman & Terry Pratchett,Harry Potter - J. K. Rowling
31638,160,136512,27251507,Harry Potter - J. K. Rowling,Good Omens (TV)
31741,109,114465,250093,X-Men: The Animated Series,X-Men - All Media Types
31746,114,522032,1029860,Tom Hiddleston - Fandom,hiddlestoners
31760,185,232893,235690,Fire Emblem: Shin Ankoku Ryuu to Hikari no Ken | Fire Emblem: Shadow Dragon,Fire Emblem Series
31762,124,6943,449545,Real Person Fiction,One Direction (Band)
31765,253,47585,15740223,Anastasia (1997),Anastasia - Flaherty/Ahrens/McNally
31788,196,17199,181558,My Little Pony,My Little Pony: Friendship is Magic
32944,123,414093,428957,Marvel Cinematic Universe,Winter Soldier - Fandom
32958,238,578887,1928582,Captain America - All Media Types,Agent Carter (TV)
33076,104,55873,136512,Fairy Tail,Harry Potter - J. K. Rowling
33125,127,1002903,6410522,방탄소년단 | Bangtan Boys | BTS,Day6 (Band)
33301,251,829473,1007857,Disney Duck Universe,Disney Ducks (Comics)
33391,335,879136,4531634,Poldark - All Media Types,Poldark (TV 2015)
33409,122,27,6856609,Supernatural,Shadowhunters (TV)
33441,254,13999,244259,Naruto,Katekyou Hitman Reborn!
33446,114,115209,120704,PIERCE Tamora - Works,Emelan - Tamora Pierce
33458,531,218280,17879139,Video Blogging RPF,Sanders Sides (Web Series)
33545,107,587792,2348733,Arrow (TV 2012),Constantine (TV)
33626,685,57398,229522,Dragon Age,Dragon Age II
33631,138,934,136512,Angel: the Series,Harry Potter - J. K. Rowling
33634,540,21927,726905,Transformers Generation One,The Transformers (Cartoon Generation One)
33672,197,1064218,1064234,Teenage Mutant Ninja Turtles - All Media Types,TMNT (2007)
33679,135,17501436,19017606,The Boyz (Korea Band),Stray Kids (Band)
33726,218,12845,136512,Hetalia: Axis Powers,Harry Potter - J. K. Rowling
33752,142,419088,613839,Batman and Robin (Comics),Batgirl (Comics)
33799,268,219012,246901,Transformers - All Media Types,Transformers: Shattered Glass
33801,101,219012,266180,Transformers - All Media Types,Transformers (Unicron Trilogy)
33802,124,225713,246901,Transformers: Prime,Transformers: Shattered Glass
33815,130,246901,726906,Transformers: Shattered Glass,The Transformers (IDW Generation One)
33862,2251,8710858,16652955,Produce 101 (TV),Wanna One (Band)
33866,1102,390,223453,DCU,Superman: The Animated Series
33867,823,223453,25646718,Superman: The Animated Series,DC Animated Universe (Timmverse)
33868,204,158325,218129,Justice League & Justice League Unlimited (Cartoons),Young Justice (Cartoon)
33924,178,27,379999,Supernatural,Once Upon a Time (TV)
